Geography,Geography Code,All usual residents,Access census area explorer
Cookstown_G1,N20002942,657,Cookstown_G1 DZ profile
Cookstown_D2,N20002943,532,Cookstown_D2 DZ profile
Cookstown_A4,N20002944,461,Cookstown_A4 DZ profile
Cookstown_C3,N20002945,215,Cookstown_C3 DZ profile
Cookstown_C4,N20002946,374,Cookstown_C4 DZ profile
Cookstown_C5,N20002947,274,Cookstown_C5 DZ profile
Cookstown_A5,N20002948,810,Cookstown_A5 DZ profile
Cookstown_D3,N20002949,501,Cookstown_D3 DZ profile
Cookstown_C6,N20002950,431,Cookstown_C6 DZ profile
Cookstown_G2,N20002951,448,Cookstown_G2 DZ profile
Cookstown_E4,N20002952,507,Cookstown_E4 DZ profile
Cookstown_D4,N20002953,575,Cookstown_D4 DZ profile
Cookstown_B5,N20002954,708,Cookstown_B5 DZ profile
Cookstown_D5,N20002955,455,Cookstown_D5 DZ profile
Cookstown_F1,N20002956,675,Cookstown_F1 DZ profile
Cookstown_F2,N20002957,592,Cookstown_F2 DZ profile
Cookstown_B6,N20002958,288,Cookstown_B6 DZ profile
Cookstown_E5,N20002959,629,Cookstown_E5 DZ profile
Cookstown_F3,N20002960,421,Cookstown_F3 DZ profile
Cookstown_H1,N20002961,520,Cookstown_H1 DZ profile
Cookstown_F4,N20002962,572,Cookstown_F4 DZ profile
Cookstown_H2,N20002963,501,Cookstown_H2 DZ profile
Cookstown_H3,N20002964,618,Cookstown_H3 DZ profile
Cookstown_H4,N20002965,461,Cookstown_H4 DZ profile
Cookstown_J1,N20002966,802,Cookstown_J1 DZ profile
Cookstown_J2,N20002967,575,Cookstown_J2 DZ profile
Cookstown_G3,N20002968,389,Cookstown_G3 DZ profile
Cookstown_G4,N20002969,494,Cookstown_G4 DZ profile
Cookstown_K1,N20002970,629,Cookstown_K1 DZ profile
Cookstown_J3,N20002971,765,Cookstown_J3 DZ profile
Cookstown_K2,N20002972,542,Cookstown_K2 DZ profile
Cookstown_J4,N20002973,721,Cookstown_J4 DZ profile
Cookstown_K3,N20002974,527,Cookstown_K3 DZ profile
Torrent_A1,N20002975,733,Torrent_A1 DZ profile
Torrent_A2,N20002976,667,Torrent_A2 DZ profile
Torrent_A3,N20002977,408,Torrent_A3 DZ profile
Torrent_A4,N20002978,505,Torrent_A4 DZ profile
Torrent_B1,N20002979,565,Torrent_B1 DZ profile
Torrent_A5,N20002980,560,Torrent_A5 DZ profile
Torrent_B2,N20002981,468,Torrent_B2 DZ profile
Torrent_D1,N20002982,655,Torrent_D1 DZ profile
Torrent_C1,N20002983,504,Torrent_C1 DZ profile
Torrent_D2,N20002984,589,Torrent_D2 DZ profile
Torrent_B3,N20002985,574,Torrent_B3 DZ profile
Torrent_C2,N20002986,582,Torrent_C2 DZ profile
Torrent_B4,N20002987,473,Torrent_B4 DZ profile
Torrent_B5,N20002988,466,Torrent_B5 DZ profile
Torrent_D3,N20002989,550,Torrent_D3 DZ profile
Torrent_E1,N20002990,661,Torrent_E1 DZ profile
Torrent_C3,N20002991,486,Torrent_C3 DZ profile
Torrent_E2,N20002992,526,Torrent_E2 DZ profile
Torrent_C4,N20002993,764,Torrent_C4 DZ profile
Torrent_G1,N20002994,597,Torrent_G1 DZ profile
Torrent_F1,N20002995,575,Torrent_F1 DZ profile
Torrent_B6,N20002996,403,Torrent_B6 DZ profile
Torrent_F2,N20002997,620,Torrent_F2 DZ profile
Torrent_E3,N20002998,721,Torrent_E3 DZ profile
Torrent_F3,N20002999,485,Torrent_F3 DZ profile
Torrent_D4,N20003000,570,Torrent_D4 DZ profile
Torrent_H1,N20003001,381,Torrent_H1 DZ profile
Torrent_H2,N20003002,409,Torrent_H2 DZ profile
Torrent_H3,N20003003,313,Torrent_H3 DZ profile
Torrent_G2,N20003004,490,Torrent_G2 DZ profile
Torrent_H4,N20003005,231,Torrent_H4 DZ profile
Torrent_F4,N20003006,728,Torrent_F4 DZ profile
Torrent_E4,N20003007,416,Torrent_E4 DZ profile
Torrent_H5,N20003008,365,Torrent_H5 DZ profile
Torrent_G3,N20003009,791,Torrent_G3 DZ profile
Torrent_H6,N20003010,585,Torrent_H6 DZ profile
Torrent_H7,N20003011,525,Torrent_H7 DZ profile
Torrent_F5,N20003012,561,Torrent_F5 DZ profile
Torrent_F6,N20003013,722,Torrent_F6 DZ profile
Torrent_G4,N20003014,351,Torrent_G4 DZ profile
Torrent_D5,N20003015,505,Torrent_D5 DZ profile
Torrent_D6,N20003016,481,Torrent_D6 DZ profile
Torrent_D7,N20003017,461,Torrent_D7 DZ profile
Dungannon_D1,N20003018,556,Dungannon_D1 DZ profile
Dungannon_G1,N20003019,539,Dungannon_G1 DZ profile
Dungannon_A1,N20003020,655,Dungannon_A1 DZ profile
Dungannon_G2,N20003021,490,Dungannon_G2 DZ profile
Dungannon_A2,N20003022,669,Dungannon_A2 DZ profile
Dungannon_B1,N20003023,533,Dungannon_B1 DZ profile
Dungannon_D2,N20003024,627,Dungannon_D2 DZ profile
Dungannon_B2,N20003025,541,Dungannon_B2 DZ profile
Dungannon_A3,N20003026,396,Dungannon_A3 DZ profile
Dungannon_D3,N20003027,502,Dungannon_D3 DZ profile
Dungannon_A4,N20003028,430,Dungannon_A4 DZ profile
Dungannon_A5,N20003029,494,Dungannon_A5 DZ profile
Dungannon_B3,N20003030,643,Dungannon_B3 DZ profile
Dungannon_A6,N20003031,733,Dungannon_A6 DZ profile
Dungannon_B4,N20003032,692,Dungannon_B4 DZ profile
Dungannon_F1,N20003033,584,Dungannon_F1 DZ profile
Dungannon_C1,N20003034,339,Dungannon_C1 DZ profile
Dungannon_F2,N20003035,363,Dungannon_F2 DZ profile
Dungannon_G3,N20003036,467,Dungannon_G3 DZ profile
Dungannon_C2,N20003037,370,Dungannon_C2 DZ profile
Dungannon_C3,N20003038,535,Dungannon_C3 DZ profile
Dungannon_E1,N20003039,785,Dungannon_E1 DZ profile
Dungannon_E2,N20003040,751,Dungannon_E2 DZ profile
Dungannon_F3,N20003041,677,Dungannon_F3 DZ profile
Dungannon_F4,N20003042,656,Dungannon_F4 DZ profile
Dungannon_F5,N20003043,609,Dungannon_F5 DZ profile
Dungannon_H1,N20003044,450,Dungannon_H1 DZ profile
Dungannon_E3,N20003045,505,Dungannon_E3 DZ profile
Dungannon_E4,N20003046,636,Dungannon_E4 DZ profile
Dungannon_H2,N20003047,543,Dungannon_H2 DZ profile
Dungannon_D4,N20003048,748,Dungannon_D4 DZ profile
Dungannon_H3,N20003049,482,Dungannon_H3 DZ profile
Dungannon_F6,N20003050,859,Dungannon_F6 DZ profile
Dungannon_H4,N20003051,424,Dungannon_H4 DZ profile
Dungannon_H5,N20003052,394,Dungannon_H5 DZ profile
Dungannon_H6,N20003053,536,Dungannon_H6 DZ profile
Dungannon_D5,N20003054,463,Dungannon_D5 DZ profile
Dungannon_G4,N20003055,483,Dungannon_G4 DZ profile
Dungannon_G5,N20003056,793,Dungannon_G5 DZ profile
Dungannon_K1,N20003057,732,Dungannon_K1 DZ profile
Dungannon_J1,N20003058,528,Dungannon_J1 DZ profile
Dungannon_J2,N20003059,611,Dungannon_J2 DZ profile
Dungannon_J3,N20003060,286,Dungannon_J3 DZ profile
Dungannon_J4,N20003061,516,Dungannon_J4 DZ profile
Dungannon_K2,N20003062,"1,017",Dungannon_K2 DZ profile
Clogher_Valley_B1,N20003063,"1,067",Clogher_Valley_B1 DZ profile
Clogher_Valley_A1,N20003064,697,Clogher_Valley_A1 DZ profile
Clogher_Valley_B2,N20003065,819,Clogher_Valley_B2 DZ profile
Clogher_Valley_A2,N20003066,602,Clogher_Valley_A2 DZ profile
Clogher_Valley_A3,N20003067,466,Clogher_Valley_A3 DZ profile
Clogher_Valley_B3,N20003068,453,Clogher_Valley_B3 DZ profile
Clogher_Valley_A4,N20003069,729,Clogher_Valley_A4 DZ profile
Clogher_Valley_C1,N20003070,701,Clogher_Valley_C1 DZ profile
Clogher_Valley_B4,N20003071,583,Clogher_Valley_B4 DZ profile
Clogher_Valley_A5,N20003072,433,Clogher_Valley_A5 DZ profile
Clogher_Valley_D1,N20003073,768,Clogher_Valley_D1 DZ profile
Clogher_Valley_B5,N20003074,711,Clogher_Valley_B5 DZ profile
Clogher_Valley_E1,N20003075,609,Clogher_Valley_E1 DZ profile
Clogher_Valley_C2,N20003076,392,Clogher_Valley_C2 DZ profile
Clogher_Valley_E2,N20003077,553,Clogher_Valley_E2 DZ profile
Clogher_Valley_C3,N20003078,615,Clogher_Valley_C3 DZ profile
Clogher_Valley_E3,N20003079,736,Clogher_Valley_E3 DZ profile
Clogher_Valley_D2,N20003080,421,Clogher_Valley_D2 DZ profile
Clogher_Valley_D3,N20003081,627,Clogher_Valley_D3 DZ profile
Clogher_Valley_E4,N20003082,376,Clogher_Valley_E4 DZ profile
Clogher_Valley_D4,N20003083,468,Clogher_Valley_D4 DZ profile
Clogher_Valley_E5,N20003084,586,Clogher_Valley_E5 DZ profile
Clogher_Valley_F1,N20003085,491,Clogher_Valley_F1 DZ profile
Clogher_Valley_E6,N20003086,528,Clogher_Valley_E6 DZ profile
Clogher_Valley_F2,N20003087,279,Clogher_Valley_F2 DZ profile
Clogher_Valley_G1,N20003088,576,Clogher_Valley_G1 DZ profile
Clogher_Valley_D5,N20003089,799,Clogher_Valley_D5 DZ profile
Clogher_Valley_G2,N20003090,488,Clogher_Valley_G2 DZ profile
Clogher_Valley_F3,N20003091,510,Clogher_Valley_F3 DZ profile
Clogher_Valley_E7,N20003092,689,Clogher_Valley_E7 DZ profile
Clogher_Valley_F4,N20003093,609,Clogher_Valley_F4 DZ profile
Clogher_Valley_F5,N20003094,580,Clogher_Valley_F5 DZ profile
Clogher_Valley_G3,N20003095,550,Clogher_Valley_G3 DZ profile
Clogher_Valley_F6,N20003096,608,Clogher_Valley_F6 DZ profile
Clogher_Valley_H1,N20003097,535,Clogher_Valley_H1 DZ profile
Clogher_Valley_H2,N20003098,404,Clogher_Valley_H2 DZ profile
Clogher_Valley_H3,N20003099,414,Clogher_Valley_H3 DZ profile
Clogher_Valley_G4,N20003100,525,Clogher_Valley_G4 DZ profile
Slieve_Gullion_A1,N20003101,552,Slieve_Gullion_A1 DZ profile
Slieve_Gullion_A2,N20003102,550,Slieve_Gullion_A2 DZ profile
Slieve_Gullion_A3,N20003103,837,Slieve_Gullion_A3 DZ profile
Slieve_Gullion_B1,N20003104,682,Slieve_Gullion_B1 DZ profile
Slieve_Gullion_A4,N20003105,706,Slieve_Gullion_A4 DZ profile
Slieve_Gullion_B2,N20003106,327,Slieve_Gullion_B2 DZ profile
Slieve_Gullion_B3,N20003107,807,Slieve_Gullion_B3 DZ profile
Slieve_Gullion_C1,N20003108,308,Slieve_Gullion_C1 DZ profile
Slieve_Gullion_D1,N20003109,433,Slieve_Gullion_D1 DZ profile
Slieve_Gullion_C2,N20003110,722,Slieve_Gullion_C2 DZ profile
Slieve_Gullion_E1,N20003111,580,Slieve_Gullion_E1 DZ profile
Slieve_Gullion_C3,N20003112,452,Slieve_Gullion_C3 DZ profile
Slieve_Gullion_D2,N20003113,790,Slieve_Gullion_D2 DZ profile
Slieve_Gullion_C4,N20003114,472,Slieve_Gullion_C4 DZ profile
Slieve_Gullion_C5,N20003115,919,Slieve_Gullion_C5 DZ profile
Slieve_Gullion_E2,N20003116,379,Slieve_Gullion_E2 DZ profile
Slieve_Gullion_D3,N20003117,375,Slieve_Gullion_D3 DZ profile
Slieve_Gullion_D4,N20003118,337,Slieve_Gullion_D4 DZ profile
Slieve_Gullion_B4,N20003119,268,Slieve_Gullion_B4 DZ profile
Slieve_Gullion_D5,N20003120,463,Slieve_Gullion_D5 DZ profile
Slieve_Gullion_F1,N20003121,755,Slieve_Gullion_F1 DZ profile
Slieve_Gullion_E3,N20003122,521,Slieve_Gullion_E3 DZ profile
Slieve_Gullion_E4,N20003123,537,Slieve_Gullion_E4 DZ profile
Slieve_Gullion_E5,N20003124,755,Slieve_Gullion_E5 DZ profile
Slieve_Gullion_H1,N20003125,719,Slieve_Gullion_H1 DZ profile
Slieve_Gullion_F2,N20003126,879,Slieve_Gullion_F2 DZ profile
Slieve_Gullion_G1,N20003127,712,Slieve_Gullion_G1 DZ profile
Slieve_Gullion_G2,N20003128,809,Slieve_Gullion_G2 DZ profile
Slieve_Gullion_F3,N20003129,770,Slieve_Gullion_F3 DZ profile
Slieve_Gullion_F4,N20003130,686,Slieve_Gullion_F4 DZ profile
Slieve_Gullion_H2,N20003131,590,Slieve_Gullion_H2 DZ profile
Slieve_Gullion_K1,N20003132,335,Slieve_Gullion_K1 DZ profile
Slieve_Gullion_G3,N20003133,930,Slieve_Gullion_G3 DZ profile
Slieve_Gullion_J1,N20003134,345,Slieve_Gullion_J1 DZ profile
Slieve_Gullion_L1,N20003135,553,Slieve_Gullion_L1 DZ profile
Slieve_Gullion_J2,N20003136,517,Slieve_Gullion_J2 DZ profile
Slieve_Gullion_K2,N20003137,754,Slieve_Gullion_K2 DZ profile
Slieve_Gullion_F5,N20003138,460,Slieve_Gullion_F5 DZ profile
Slieve_Gullion_L2,N20003139,420,Slieve_Gullion_L2 DZ profile
Slieve_Gullion_H3,N20003140,584,Slieve_Gullion_H3 DZ profile
Slieve_Gullion_G4,N20003141,310,Slieve_Gullion_G4 DZ profile
Slieve_Gullion_J3,N20003142,581,Slieve_Gullion_J3 DZ profile
Slieve_Gullion_J4,N20003143,502,Slieve_Gullion_J4 DZ profile
Slieve_Gullion_K3,N20003144,599,Slieve_Gullion_K3 DZ profile
Slieve_Gullion_L3,N20003145,464,Slieve_Gullion_L3 DZ profile
Slieve_Gullion_N1,N20003146,460,Slieve_Gullion_N1 DZ profile
Slieve_Gullion_N2,N20003147,568,Slieve_Gullion_N2 DZ profile
Slieve_Gullion_K4,N20003148,563,Slieve_Gullion_K4 DZ profile
Slieve_Gullion_L4,N20003149,929,Slieve_Gullion_L4 DZ profile
Slieve_Gullion_N3,N20003150,545,Slieve_Gullion_N3 DZ profile
Slieve_Gullion_K5,N20003151,472,Slieve_Gullion_K5 DZ profile
Slieve_Gullion_H4,N20003152,441,Slieve_Gullion_H4 DZ profile
Slieve_Gullion_H5,N20003153,725,Slieve_Gullion_H5 DZ profile
Newry_A1,N20003154,721,Newry_A1 DZ profile
Newry_B1,N20003155,737,Newry_B1 DZ profile
Newry_B2,N20003156,634,Newry_B2 DZ profile
Newry_A2,N20003157,592,Newry_A2 DZ profile
Newry_B3,N20003158,366,Newry_B3 DZ profile
Newry_A3,N20003159,408,Newry_A3 DZ profile
Newry_B4,N20003160,456,Newry_B4 DZ profile
Newry_A4,N20003161,591,Newry_A4 DZ profile
Newry_C1,N20003162,444,Newry_C1 DZ profile
Newry_D1,N20003163,478,Newry_D1 DZ profile
Newry_A5,N20003164,472,Newry_A5 DZ profile
Newry_D2,N20003165,552,Newry_D2 DZ profile
Newry_C2,N20003166,323,Newry_C2 DZ profile
Newry_C3,N20003167,514,Newry_C3 DZ profile
Newry_D3,N20003168,430,Newry_D3 DZ profile
Newry_D4,N20003169,763,Newry_D4 DZ profile
Newry_E1,N20003170,472,Newry_E1 DZ profile
Newry_C4,N20003171,304,Newry_C4 DZ profile
Newry_E2,N20003172,452,Newry_E2 DZ profile
Newry_F1,N20003173,589,Newry_F1 DZ profile
Newry_E3,N20003174,372,Newry_E3 DZ profile
Newry_G1,N20003175,430,Newry_G1 DZ profile
Newry_F2,N20003176,580,Newry_F2 DZ profile
Newry_F3,N20003177,520,Newry_F3 DZ profile
Newry_E4,N20003178,489,Newry_E4 DZ profile
Newry_E5,N20003179,376,Newry_E5 DZ profile
Newry_G2,N20003180,567,Newry_G2 DZ profile
Newry_G3,N20003181,450,Newry_G3 DZ profile
Newry_F4,N20003182,529,Newry_F4 DZ profile
Newry_H1,N20003183,504,Newry_H1 DZ profile
Newry_G4,N20003184,560,Newry_G4 DZ profile
Newry_H2,N20003185,504,Newry_H2 DZ profile
Newry_H3,N20003186,592,Newry_H3 DZ profile
Newry_L1,N20003187,468,Newry_L1 DZ profile
Newry_K1,N20003188,503,Newry_K1 DZ profile
Newry_J1,N20003189,581,Newry_J1 DZ profile
Newry_L2,N20003190,281,Newry_L2 DZ profile
Newry_K2,N20003191,574,Newry_K2 DZ profile
Newry_J2,N20003192,469,Newry_J2 DZ profile
Newry_L3,N20003193,513,Newry_L3 DZ profile
Newry_K3,N20003194,651,Newry_K3 DZ profile
Newry_L4,N20003195,522,Newry_L4 DZ profile
Newry_K4,N20003196,524,Newry_K4 DZ profile
Newry_J3,N20003197,793,Newry_J3 DZ profile
Newry_L5,N20003198,546,Newry_L5 DZ profile
Newry_L6,N20003199,344,Newry_L6 DZ profile
Newry_N1,N20003200,"1,062",Newry_N1 DZ profile
Newry_P1,N20003201,400,Newry_P1 DZ profile
Newry_N2,N20003202,593,Newry_N2 DZ profile
Newry_P2,N20003203,538,Newry_P2 DZ profile
Newry_N3,N20003204,747,Newry_N3 DZ profile
Newry_P3,N20003205,583,Newry_P3 DZ profile
Newry_P4,N20003206,456,Newry_P4 DZ profile
Crotlieve_A1,N20003207,603,Crotlieve_A1 DZ profile
Crotlieve_A2,N20003208,459,Crotlieve_A2 DZ profile
Crotlieve_A3,N20003209,563,Crotlieve_A3 DZ profile
Crotlieve_A4,N20003210,481,Crotlieve_A4 DZ profile
Crotlieve_B1,N20003211,604,Crotlieve_B1 DZ profile
Crotlieve_C1,N20003212,805,Crotlieve_C1 DZ profile
Crotlieve_A5,N20003213,838,Crotlieve_A5 DZ profile
Crotlieve_B2,N20003214,934,Crotlieve_B2 DZ profile
Crotlieve_C2,N20003215,705,Crotlieve_C2 DZ profile
Crotlieve_B3,N20003216,735,Crotlieve_B3 DZ profile
Crotlieve_D1,N20003217,526,Crotlieve_D1 DZ profile
Crotlieve_D2,N20003218,650,Crotlieve_D2 DZ profile
Crotlieve_B4,N20003219,511,Crotlieve_B4 DZ profile
Crotlieve_D3,N20003220,545,Crotlieve_D3 DZ profile
Crotlieve_E1,N20003221,843,Crotlieve_E1 DZ profile
Crotlieve_C3,N20003222,608,Crotlieve_C3 DZ profile
Crotlieve_C4,N20003223,482,Crotlieve_C4 DZ profile
Crotlieve_C5,N20003224,432,Crotlieve_C5 DZ profile
Crotlieve_G1,N20003225,760,Crotlieve_G1 DZ profile
Crotlieve_E2,N20003226,741,Crotlieve_E2 DZ profile
Crotlieve_F1,N20003227,764,Crotlieve_F1 DZ profile
Crotlieve_F2,N20003228,563,Crotlieve_F2 DZ profile
Crotlieve_F3,N20003229,545,Crotlieve_F3 DZ profile
Crotlieve_G2,N20003230,688,Crotlieve_G2 DZ profile
Crotlieve_E3,N20003231,679,Crotlieve_E3 DZ profile
Crotlieve_G3,N20003232,443,Crotlieve_G3 DZ profile
Crotlieve_F4,N20003233,616,Crotlieve_F4 DZ profile
Crotlieve_G4,N20003234,701,Crotlieve_G4 DZ profile
Crotlieve_G5,N20003235,628,Crotlieve_G5 DZ profile
Crotlieve_H1,N20003236,779,Crotlieve_H1 DZ profile
Crotlieve_J1,N20003237,560,Crotlieve_J1 DZ profile
Crotlieve_H2,N20003238,536,Crotlieve_H2 DZ profile
Crotlieve_L1,N20003239,613,Crotlieve_L1 DZ profile
Crotlieve_J2,N20003240,711,Crotlieve_J2 DZ profile
Crotlieve_H3,N20003241,657,Crotlieve_H3 DZ profile
Crotlieve_K1,N20003242,444,Crotlieve_K1 DZ profile
Crotlieve_H4,N20003243,582,Crotlieve_H4 DZ profile
Crotlieve_L2,N20003244,608,Crotlieve_L2 DZ profile
Crotlieve_H5,N20003245,323,Crotlieve_H5 DZ profile
Crotlieve_K2,N20003246,463,Crotlieve_K2 DZ profile
Crotlieve_H6,N20003247,238,Crotlieve_H6 DZ profile
Crotlieve_K3,N20003248,430,Crotlieve_K3 DZ profile
Crotlieve_K4,N20003249,300,Crotlieve_K4 DZ profile
Crotlieve_J3,N20003250,517,Crotlieve_J3 DZ profile
Crotlieve_K5,N20003251,236,Crotlieve_K5 DZ profile
Crotlieve_L3,N20003252,421,Crotlieve_L3 DZ profile
Crotlieve_K6,N20003253,472,Crotlieve_K6 DZ profile
Crotlieve_L4,N20003254,391,Crotlieve_L4 DZ profile
Crotlieve_K7,N20003255,459,Crotlieve_K7 DZ profile
Crotlieve_L5,N20003256,468,Crotlieve_L5 DZ profile
The_Mournes_A1,N20003257,711,The_Mournes_A1 DZ profile
The_Mournes_A2,N20003258,394,The_Mournes_A2 DZ profile
The_Mournes_A3,N20003259,541,The_Mournes_A3 DZ profile
The_Mournes_A4,N20003260,594,The_Mournes_A4 DZ profile
The_Mournes_F1,N20003261,689,The_Mournes_F1 DZ profile
The_Mournes_D1,N20003262,585,The_Mournes_D1 DZ profile
The_Mournes_B1,N20003263,513,The_Mournes_B1 DZ profile
The_Mournes_C1,N20003264,508,The_Mournes_C1 DZ profile
The_Mournes_B2,N20003265,474,The_Mournes_B2 DZ profile
The_Mournes_D2,N20003266,618,The_Mournes_D2 DZ profile
The_Mournes_B3,N20003267,408,The_Mournes_B3 DZ profile
The_Mournes_C2,N20003268,570,The_Mournes_C2 DZ profile
The_Mournes_B4,N20003269,490,The_Mournes_B4 DZ profile
The_Mournes_C3,N20003270,520,The_Mournes_C3 DZ profile
The_Mournes_D3,N20003271,409,The_Mournes_D3 DZ profile
The_Mournes_E1,N20003272,615,The_Mournes_E1 DZ profile
The_Mournes_E2,N20003273,585,The_Mournes_E2 DZ profile
The_Mournes_E3,N20003274,700,The_Mournes_E3 DZ profile
The_Mournes_F2,N20003275,479,The_Mournes_F2 DZ profile
The_Mournes_F3,N20003276,662,The_Mournes_F3 DZ profile
The_Mournes_E4,N20003277,441,The_Mournes_E4 DZ profile
The_Mournes_D4,N20003278,507,The_Mournes_D4 DZ profile
The_Mournes_D5,N20003279,356,The_Mournes_D5 DZ profile
The_Mournes_F4,N20003280,509,The_Mournes_F4 DZ profile
The_Mournes_G1,N20003281,601,The_Mournes_G1 DZ profile
The_Mournes_G2,N20003282,746,The_Mournes_G2 DZ profile
The_Mournes_J1,N20003283,616,The_Mournes_J1 DZ profile
The_Mournes_H1,N20003284,567,The_Mournes_H1 DZ profile
The_Mournes_H2,N20003285,433,The_Mournes_H2 DZ profile
The_Mournes_H3,N20003286,474,The_Mournes_H3 DZ profile
The_Mournes_H4,N20003287,538,The_Mournes_H4 DZ profile
The_Mournes_G3,N20003288,678,The_Mournes_G3 DZ profile
The_Mournes_J2,N20003289,563,The_Mournes_J2 DZ profile
The_Mournes_K1,N20003290,684,The_Mournes_K1 DZ profile
The_Mournes_K2,N20003291,617,The_Mournes_K2 DZ profile
The_Mournes_G4,N20003292,755,The_Mournes_G4 DZ profile
The_Mournes_G5,N20003293,811,The_Mournes_G5 DZ profile
The_Mournes_J3,N20003294,503,The_Mournes_J3 DZ profile
The_Mournes_K3,N20003295,578,The_Mournes_K3 DZ profile
The_Mournes_J4,N20003296,416,The_Mournes_J4 DZ profile
The_Mournes_L1,N20003297,639,The_Mournes_L1 DZ profile
The_Mournes_L2,N20003298,485,The_Mournes_L2 DZ profile
The_Mournes_N1,N20003299,652,The_Mournes_N1 DZ profile
The_Mournes_L3,N20003300,702,The_Mournes_L3 DZ profile
The_Mournes_P1,N20003301,583,The_Mournes_P1 DZ profile
The_Mournes_N2,N20003302,635,The_Mournes_N2 DZ profile
The_Mournes_P2,N20003303,420,The_Mournes_P2 DZ profile
The_Mournes_N3,N20003304,866,The_Mournes_N3 DZ profile
The_Mournes_P3,N20003305,325,The_Mournes_P3 DZ profile
The_Mournes_P4,N20003306,439,The_Mournes_P4 DZ profile
The_Mournes_P5,N20003307,378,The_Mournes_P5 DZ profile
The_Mournes_P6,N20003308,509,The_Mournes_P6 DZ profile
The_Mournes_K4,N20003309,532,The_Mournes_K4 DZ profile
The_Mournes_K5,N20003310,578,The_Mournes_K5 DZ profile
Slieve_Croob_A1,N20003311,627,Slieve_Croob_A1 DZ profile
Slieve_Croob_A2,N20003312,392,Slieve_Croob_A2 DZ profile
Slieve_Croob_D1,N20003313,579,Slieve_Croob_D1 DZ profile
Slieve_Croob_A3,N20003314,419,Slieve_Croob_A3 DZ profile
Slieve_Croob_B1,N20003315,686,Slieve_Croob_B1 DZ profile
Slieve_Croob_A4,N20003316,353,Slieve_Croob_A4 DZ profile
Slieve_Croob_A5,N20003317,855,Slieve_Croob_A5 DZ profile
Slieve_Croob_B2,N20003318,657,Slieve_Croob_B2 DZ profile
Slieve_Croob_D2,N20003319,997,Slieve_Croob_D2 DZ profile
Slieve_Croob_C1,N20003320,453,Slieve_Croob_C1 DZ profile
Slieve_Croob_D3,N20003321,730,Slieve_Croob_D3 DZ profile
Slieve_Croob_C2,N20003322,482,Slieve_Croob_C2 DZ profile
Slieve_Croob_E1,N20003323,486,Slieve_Croob_E1 DZ profile
Slieve_Croob_C3,N20003324,848,Slieve_Croob_C3 DZ profile
Slieve_Croob_C4,N20003325,440,Slieve_Croob_C4 DZ profile
Slieve_Croob_C5,N20003326,586,Slieve_Croob_C5 DZ profile
Slieve_Croob_E2,N20003327,692,Slieve_Croob_E2 DZ profile
Slieve_Croob_D4,N20003328,779,Slieve_Croob_D4 DZ profile
Slieve_Croob_F1,N20003329,558,Slieve_Croob_F1 DZ profile
Slieve_Croob_F2,N20003330,586,Slieve_Croob_F2 DZ profile
Slieve_Croob_E3,N20003331,632,Slieve_Croob_E3 DZ profile
Slieve_Croob_G1,N20003332,528,Slieve_Croob_G1 DZ profile
Slieve_Croob_G2,N20003333,501,Slieve_Croob_G2 DZ profile
Slieve_Croob_G3,N20003334,466,Slieve_Croob_G3 DZ profile
Slieve_Croob_F3,N20003335,824,Slieve_Croob_F3 DZ profile
Slieve_Croob_E4,N20003336,798,Slieve_Croob_E4 DZ profile
Slieve_Croob_G4,N20003337,666,Slieve_Croob_G4 DZ profile
Slieve_Croob_H1,N20003338,723,Slieve_Croob_H1 DZ profile
Slieve_Croob_H2,N20003339,341,Slieve_Croob_H2 DZ profile
Slieve_Croob_H3,N20003340,475,Slieve_Croob_H3 DZ profile
Slieve_Croob_J1,N20003341,679,Slieve_Croob_J1 DZ profile
Slieve_Croob_J2,N20003342,703,Slieve_Croob_J2 DZ profile
Slieve_Croob_G5,N20003343,626,Slieve_Croob_G5 DZ profile
Slieve_Croob_J3,N20003344,459,Slieve_Croob_J3 DZ profile
Slieve_Croob_J4,N20003345,401,Slieve_Croob_J4 DZ profile
Slieve_Croob_J5,N20003346,357,Slieve_Croob_J5 DZ profile
Rowallane_C1,N20003347,518,Rowallane_C1 DZ profile
Rowallane_A1,N20003348,317,Rowallane_A1 DZ profile
Rowallane_A2,N20003349,758,Rowallane_A2 DZ profile
Rowallane_A3,N20003350,598,Rowallane_A3 DZ profile
Rowallane_B1,N20003351,351,Rowallane_B1 DZ profile
Rowallane_E1,N20003352,547,Rowallane_E1 DZ profile
Rowallane_B2,N20003353,480,Rowallane_B2 DZ profile
Rowallane_B3,N20003354,428,Rowallane_B3 DZ profile
Rowallane_B4,N20003355,656,Rowallane_B4 DZ profile
Rowallane_C2,N20003356,535,Rowallane_C2 DZ profile
Rowallane_E2,N20003357,536,Rowallane_E2 DZ profile
Rowallane_D1,N20003358,676,Rowallane_D1 DZ profile
Rowallane_E3,N20003359,601,Rowallane_E3 DZ profile
Rowallane_C3,N20003360,383,Rowallane_C3 DZ profile
Rowallane_E4,N20003361,443,Rowallane_E4 DZ profile
Rowallane_C4,N20003362,427,Rowallane_C4 DZ profile
Rowallane_C5,N20003363,425,Rowallane_C5 DZ profile
Rowallane_D2,N20003364,398,Rowallane_D2 DZ profile
Rowallane_D3,N20003365,532,Rowallane_D3 DZ profile
Rowallane_G1,N20003366,581,Rowallane_G1 DZ profile
